Renewal_ID,Policy_ID,Customer_ID,Product_ID,Expiry_Date,Renewal_Date,Renewal_Status,Renewed_Flag,Previous_Premium,New_Premium,Customer_Type,Customer_Segment,Emirate
REN-0030326,POL-048410,CUST-24653,PROD020,2023-10-24,2023-10-27,Renewed,1,2236.89,2361.69,Individual,Mass Market,Abu Dhabi
REN-0030327,POL-048411,CUST-24654,PROD025,2025-05-05,2025-06-01,Renewed,1,262.67,301.73,Individual,Affluent,Dubai
REN-0030328,POL-048412,CUST-24654,PROD019,2026-02-08,2026-03-04,Renewed,1,2143.07,2315.05,Individual,Affluent,Dubai
REN-0030329,POL-048413,CUST-24655,PROD022,2026-07-03,2026-07-08,Renewed,1,322.08,341.81,Individual,Affluent,Dubai
REN-0030330,POL-048415,CUST-24656,PROD021,2025-09-20,2025-09-25,Renewed,1,411.9,442.15,Individual,Mass Market,Dubai
REN-0030331,POL-048416,CUST-24657,PROD004,2025-07-20,2025-07-25,Renewed,1,27869.24,30100.12,Corporate,Corporate,Sharjah
REN-0030332,POL-048417,CUST-24657,PROD010,2025-08-15,2025-09-08,Renewed,1,14202.89,16195.67,Corporate,Corporate,Sharjah
REN-0030333,POL-048418,CUST-24657,PROD009,2023-11-02,2023-10-23,Renewed,1,25244.01,26894.04,Corporate,Corporate,Sharjah
REN-0030334,POL-048419,CUST-24657,PROD015,2023-04-23,2023-05-15,Renewed,1,41751.95,43274.88,Corporate,Corporate,Sharjah
REN-0030335,POL-048421,CUST-24658,PROD018,2023-05-05,2023-04-28,Renewed,1,2723.95,3118.45,Individual,Mass Market,Dubai
REN-0030336,POL-048423,CUST-24660,PROD022,2025-10-31,2025-11-27,Renewed,1,681.72,704.33,Individual,High Net Worth,Dubai
REN-0030337,POL-048424,CUST-24660,PROD023,2024-09-21,2024-10-01,Renewed,1,1671.06,1856.76,Individual,High Net Worth,Dubai
REN-0030338,POL-048426,CUST-24662,PROD001,2025-03-03,2025-03-12,Renewed,1,28772.15,32065.04,Corporate,Corporate,Abu Dhabi
REN-0030339,POL-048428,CUST-24662,PROD005,2026-05-11,2026-05-28,Not Renewed,0,36397.59,0.0,Corporate,Corporate,Abu Dhabi
REN-0030340,POL-048429,CUST-24662,PROD010,2024-03-05,2024-03-27,Renewed,1,14878.15,16929.07,Corporate,Corporate,Abu Dhabi
REN-0030341,POL-048430,CUST-24663,PROD025,2025-12-06,2025-11-26,Not Renewed,0,192.94,0.0,Individual,Mass Market,Abu Dhabi
REN-0030342,POL-048431,CUST-24663,PROD023,2025-05-03,2025-05-04,Renewed,1,389.37,429.54,Individual,Mass Market,Abu Dhabi
REN-0030343,POL-048432,CUST-24664,PROD009,2025-04-22,2025-05-08,Renewed,1,29727.33,32011.19,Corporate,Corporate,Dubai
REN-0030344,POL-048433,CUST-24664,PROD015,2025-08-09,2025-08-08,Renewed,1,31020.77,35127.8,Corporate,Corporate,Dubai
REN-0030345,POL-048434,CUST-24664,PROD004,2025-04-17,2025-04-07,Renewed,1,22527.39,25484.71,Corporate,Corporate,Dubai
REN-0030346,POL-048435,CUST-24665,PROD020,2025-12-20,2025-12-11,Renewed,1,1114.13,1269.92,Individual,Mass Market,Dubai
REN-0030347,POL-048438,CUST-24666,PROD025,2022-04-22,2022-04-30,Renewed,1,110.66,125.13,Individual,Mass Market,Ras Al Khaimah
REN-0030348,POL-048439,CUST-24667,PROD025,2026-04-06,2026-05-02,Renewed,1,141.92,150.53,Individual,Affluent,Abu Dhabi
REN-0030349,POL-048441,CUST-24667,PROD016,2025-08-21,2025-09-13,Renewed,1,1231.23,1285.23,Individual,Affluent,Abu Dhabi
REN-0030350,POL-048444,CUST-24669,PROD025,2020-04-11,2020-04-12,Renewed,1,339.72,375.35,Individual,Affluent,Abu Dhabi
REN-0030351,POL-048446,CUST-24670,PROD024,2024-11-22,2024-12-12,Renewed,1,8338.31,9377.32,SME,SME,Abu Dhabi
REN-0030352,POL-048447,CUST-24670,PROD011,2025-11-03,2025-11-06,Renewed,1,5568.63,6264.9,SME,SME,Abu Dhabi
REN-0030353,POL-048448,CUST-24670,PROD013,2025-09-10,2025-09-22,Renewed,1,10702.41,11888.73,SME,SME,Abu Dhabi
REN-0030354,POL-048449,CUST-24671,PROD016,2023-01-26,2023-01-23,Renewed,1,1350.62,1465.89,Individual,Affluent,Dubai
REN-0030355,POL-048450,CUST-24671,PROD018,2022-05-13,2022-05-31,Renewed,1,1802.64,2022.15,Individual,Affluent,Dubai
REN-0030356,POL-048451,CUST-24672,PROD023,2025-05-26,2025-05-30,Renewed,1,802.71,875.34,Individual,Affluent,Abu Dhabi
REN-0030357,POL-048452,CUST-24672,PROD016,2022-08-13,2022-08-30,Renewed,1,1730.44,1794.59,Individual,Affluent,Abu Dhabi
REN-0030358,POL-048453,CUST-24673,PROD023,2022-02-01,2022-02-11,Renewed,1,1528.92,1698.06,Individual,Affluent,Abu Dhabi
REN-0030359,POL-048454,CUST-24673,PROD025,2020-11-23,2020-11-24,Renewed,1,267.86,286.5,Individual,Affluent,Abu Dhabi
REN-0030360,POL-048457,CUST-24676,PROD022,2025-11-29,2025-12-15,Renewed,1,792.92,884.9,Individual,Mass Market,Ajman
REN-0030361,POL-048461,CUST-24678,PROD021,2026-08-05,2026-08-28,Renewed,1,304.33,324.21,Individual,Mass Market,Abu Dhabi
REN-0030362,POL-048462,CUST-24679,PROD013,2023-12-23,2024-01-07,Renewed,1,19100.15,20988.48,SME,SME,Ajman
REN-0030363,POL-048463,CUST-24679,PROD007,2026-07-24,2026-08-06,Renewed,1,9089.78,10096.56,SME,SME,Ajman
REN-0030364,POL-048464,CUST-24679,PROD011,2026-07-12,2026-08-04,Not Renewed,0,5386.86,0.0,SME,SME,Ajman
REN-0030365,POL-048465,CUST-24679,PROD024,2025-11-04,2025-11-11,Renewed,1,4955.5,5228.86,SME,SME,Ajman
REN-0030366,POL-048468,CUST-24681,PROD017,2025-05-08,2025-05-15,Renewed,1,2350.04,2438.84,Individual,High Net Worth,Abu Dhabi
REN-0030367,POL-048469,CUST-24681,PROD019,2025-07-14,2025-07-19,Not Renewed,0,2884.49,0.0,Individual,High Net Worth,Abu Dhabi
REN-0030368,POL-048470,CUST-24681,PROD021,2025-04-27,2025-04-29,Lost to Competitor,0,903.78,0.0,Individual,High Net Worth,Abu Dhabi
REN-0030369,POL-048474,CUST-24683,PROD013,2023-02-11,2023-02-08,Renewed,1,15017.82,15760.65,SME,SME,Sharjah
REN-0030370,POL-048475,CUST-24684,PROD021,2026-05-05,2026-05-01,Not Renewed,0,640.49,0.0,Individual,Affluent,Ras Al Khaimah
REN-0030371,POL-048476,CUST-24685,PROD018,2026-02-27,2026-03-07,Renewed,1,3111.72,3567.4,Individual,Mass Market,Sharjah
REN-0030372,POL-048477,CUST-24686,PROD019,2026-04-30,2026-04-21,Renewed,1,1703.47,1908.93,Individual,Mass Market,Abu Dhabi
REN-0030373,POL-048478,CUST-24686,PROD022,2025-01-21,2025-02-05,Renewed,1,231.26,263.93,Individual,Mass Market,Abu Dhabi
REN-0030374,POL-048481,CUST-24687,PROD018,2026-04-12,2026-04-13,Renewed,1,2711.07,3029.34,Individual,Affluent,Abu Dhabi
REN-0030375,POL-048482,CUST-24687,PROD017,2025-10-27,2025-10-19,Renewed,1,2692.61,2992.55,Individual,Affluent,Abu Dhabi
REN-0030376,POL-048487,CUST-24689,PROD013,2026-03-01,2026-02-28,Renewed,1,8474.19,9492.68,SME,SME,Fujairah
REN-0030377,POL-048488,CUST-24689,PROD008,2023-02-04,2023-02-23,Not Renewed,0,3697.42,0.0,SME,SME,Fujairah
REN-0030378,POL-048489,CUST-24689,PROD011,2022-08-18,2022-09-14,Lost to Competitor,0,8396.59,0.0,SME,SME,Fujairah
REN-0030379,POL-048493,CUST-24691,PROD020,2025-01-13,2025-01-30,Renewed,1,1776.49,1890.32,Individual,High Net Worth,Dubai
REN-0030380,POL-048494,CUST-24692,PROD017,2021-01-27,2021-02-12,Renewed,1,2322.93,2581.65,Individual,Affluent,Dubai
REN-0030381,POL-048495,CUST-24692,PROD021,2020-11-09,2020-11-15,Renewed,1,478.3,503.18,Individual,Affluent,Dubai
REN-0030382,POL-048498,CUST-24694,PROD025,2022-08-26,2022-08-23,Not Renewed,0,418.43,0.0,Individual,High Net Worth,Ajman
REN-0030383,POL-048499,CUST-24695,PROD017,2025-11-18,2025-12-08,Renewed,1,1130.31,1248.23,Individual,Affluent,Sharjah
REN-0030384,POL-048500,CUST-24695,PROD018,2023-10-08,2023-11-05,Renewed,1,2037.46,2122.15,Individual,Affluent,Sharjah
REN-0030385,POL-048501,CUST-24696,PROD023,2026-05-13,2026-05-12,Renewed,1,825.66,891.34,Individual,Affluent,Dubai
REN-0030386,POL-048503,CUST-24698,PROD019,2021-12-22,2022-01-05,Renewed,1,3493.25,3842.47,Individual,High Net Worth,Dubai
REN-0030387,POL-048505,CUST-24698,PROD022,2022-07-07,2022-07-17,Not Renewed,0,488.76,0.0,Individual,High Net Worth,Dubai
REN-0030388,POL-048507,CUST-24700,PROD021,2025-09-29,2025-10-29,Lost to Competitor,0,382.8,0.0,Individual,Affluent,Dubai
REN-0030389,POL-048508,CUST-24700,PROD018,2023-08-30,2023-09-20,Renewed,1,1732.44,1989.14,Individual,Affluent,Dubai
REN-0030390,POL-048509,CUST-24701,PROD007,2025-05-06,2025-05-10,Renewed,1,10418.94,11614.84,SME,SME,Dubai
REN-0030391,POL-048510,CUST-24702,PROD002,2024-02-09,2024-02-10,Not Renewed,0,39137.93,0.0,Corporate,Corporate,Dubai
REN-0030392,POL-048511,CUST-24702,PROD001,2022-11-16,2022-11-07,Renewed,1,14241.38,15432.24,Corporate,Corporate,Dubai
REN-0030393,POL-048512,CUST-24703,PROD014,2021-08-25,2021-09-10,Renewed,1,3602.08,3976.63,SME,SME,Dubai
REN-0030394,POL-048513,CUST-24703,PROD011,2024-12-24,2025-01-20,Renewed,1,3712.79,4113.09,SME,SME,Dubai
REN-0030395,POL-048514,CUST-24704,PROD007,2024-02-04,2024-02-16,Renewed,1,7425.61,7671.92,SME,SME,Fujairah
REN-0030396,POL-048515,CUST-24704,PROD012,2025-10-20,2025-10-17,Renewed,1,3397.46,3647.01,SME,SME,Fujairah
REN-0030397,POL-048521,CUST-24708,PROD014,2026-01-21,2026-02-08,Renewed,1,7989.08,9048.44,SME,SME,Abu Dhabi
REN-0030398,POL-048522,CUST-24708,PROD008,2025-10-16,2025-10-09,Renewed,1,9196.56,10158.54,SME,SME,Abu Dhabi
REN-0030399,POL-048524,CUST-24710,PROD011,2026-03-01,2026-03-02,Renewed,1,2903.02,3128.11,SME,SME,Dubai
REN-0030400,POL-048527,CUST-24711,PROD020,2024-05-23,2024-06-07,Renewed,1,1087.66,1218.63,Individual,Mass Market,Umm Al Quwain
REN-0030401,POL-048531,CUST-24714,PROD021,2026-02-18,2026-03-04,Renewed,1,338.05,366.13,Individual,Mass Market,Fujairah
REN-0030402,POL-048532,CUST-24714,PROD016,2025-12-27,2026-01-17,Renewed,1,1110.56,1144.2,Individual,Mass Market,Fujairah
REN-0030403,POL-048533,CUST-24714,PROD020,2024-06-21,2024-07-20,Renewed,1,1750.74,1924.4,Individual,Mass Market,Fujairah
REN-0030404,POL-048534,CUST-24715,PROD020,2026-01-04,2026-01-13,Renewed,1,3923.56,4093.7,Individual,Mass Market,Abu Dhabi
REN-0030405,POL-048535,CUST-24715,PROD022,2022-06-11,2022-07-02,Renewed,1,285.43,307.35,Individual,Mass Market,Abu Dhabi
REN-0030406,POL-048537,CUST-24716,PROD020,2025-05-02,2025-05-30,Renewed,1,3589.23,3700.5,Individual,Mass Market,Dubai
REN-0030407,POL-048538,CUST-24717,PROD021,2024-05-29,2024-06-13,Customer Cancelled,0,347.79,0.0,Individual,High Net Worth,Abu Dhabi
REN-0030408,POL-048539,CUST-24717,PROD017,2025-05-05,2025-05-21,Renewed,1,1039.51,1098.59,Individual,High Net Worth,Abu Dhabi
REN-0030409,POL-048541,CUST-24718,PROD008,2025-03-23,2025-03-25,Renewed,1,3873.58,4176.06,SME,SME,Abu Dhabi
REN-0030410,POL-048543,CUST-24720,PROD025,2024-11-28,2024-12-10,Renewed,1,216.28,229.13,Individual,Mass Market,Abu Dhabi
REN-0030411,POL-048544,CUST-24720,PROD016,2025-12-05,2025-11-29,Renewed,1,1082.51,1188.77,Individual,Mass Market,Abu Dhabi
REN-0030412,POL-048545,CUST-24721,PROD017,2024-05-22,2024-06-15,Renewed,1,1273.15,1350.99,Individual,Affluent,Ajman
REN-0030413,POL-048547,CUST-24723,PROD025,2025-12-16,2025-12-08,Renewed,1,673.02,735.6,Individual,Affluent,Abu Dhabi
REN-0030414,POL-048549,CUST-24725,PROD009,2025-01-22,2025-01-25,Lost to Competitor,0,7061.01,0.0,Corporate,Corporate,Sharjah
REN-0030415,POL-048550,CUST-24725,PROD004,2026-05-09,2026-04-29,Not Renewed,0,21831.91,0.0,Corporate,Corporate,Sharjah
REN-0030416,POL-048552,CUST-24725,PROD005,2026-08-14,2026-09-10,Renewed,1,16180.35,18440.37,Corporate,Corporate,Sharjah
REN-0030417,POL-048553,CUST-24726,PROD025,2023-04-18,2023-05-08,Renewed,1,593.57,663.53,Individual,Mass Market,Abu Dhabi
REN-0030418,POL-048555,CUST-24727,PROD020,2024-12-09,2024-12-17,Customer Cancelled,0,1882.22,0.0,Individual,Mass Market,Dubai
REN-0030419,POL-048556,CUST-24727,PROD023,2025-10-09,2025-10-29,Renewed,1,351.08,365.95,Individual,Mass Market,Dubai
REN-0030420,POL-048557,CUST-24728,PROD013,2026-07-22,2026-08-20,Renewed,1,10929.41,11814.97,SME,SME,Dubai
REN-0030421,POL-048558,CUST-24729,PROD005,2023-04-18,2023-04-16,Renewed,1,22706.09,24670.16,Corporate,Corporate,Abu Dhabi
REN-0030422,POL-048559,CUST-24729,PROD009,2023-05-07,2023-05-09,Renewed,1,23044.62,24138.99,Corporate,Corporate,Abu Dhabi
REN-0030423,POL-048560,CUST-24729,PROD001,2026-01-12,2026-02-08,Not Renewed,0,10854.94,0.0,Corporate,Corporate,Abu Dhabi
REN-0030424,POL-048561,CUST-24729,PROD015,2026-01-03,2025-12-26,Renewed,1,27489.53,29573.15,Corporate,Corporate,Abu Dhabi
REN-0030425,POL-048562,CUST-24729,PROD006,2020-11-06,2020-10-31,Not Renewed,0,34275.55,0.0,Corporate,Corporate,Abu Dhabi
REN-0030426,POL-048563,CUST-24730,PROD025,2024-12-12,2024-12-25,Renewed,1,230.95,246.81,Individual,Mass Market,Abu Dhabi
REN-0030427,POL-048564,CUST-24730,PROD018,2020-09-09,2020-09-12,Not Renewed,0,1574.53,0.0,Individual,Mass Market,Abu Dhabi
REN-0030428,POL-048565,CUST-24730,PROD017,2020-11-04,2020-11-27,Renewed,1,1367.09,1445.76,Individual,Mass Market,Abu Dhabi
REN-0030429,POL-048567,CUST-24731,PROD025,2026-04-01,2026-04-13,Not Renewed,0,224.73,0.0,Individual,Mass Market,Umm Al Quwain
REN-0030430,POL-048568,CUST-24731,PROD021,2026-03-15,2026-03-24,Not Renewed,0,212.33,0.0,Individual,Mass Market,Umm Al Quwain
REN-0030431,POL-048569,CUST-24732,PROD019,2022-10-01,2022-10-02,Lost to Competitor,0,1807.11,0.0,Individual,Mass Market,Sharjah
REN-0030432,POL-048570,CUST-24733,PROD022,2026-04-12,2026-05-02,Renewed,1,311.02,350.23,Individual,Affluent,Sharjah
REN-0030433,POL-048575,CUST-24737,PROD017,2021-03-20,2021-04-11,Renewed,1,1694.61,1945.68,Individual,High Net Worth,Abu Dhabi
REN-0030434,POL-048576,CUST-24737,PROD016,2019-12-07,2019-12-27,Renewed,1,891.57,936.66,Individual,High Net Worth,Abu Dhabi
REN-0030435,POL-048577,CUST-24737,PROD022,2024-07-14,2024-07-29,Renewed,1,1176.0,1244.15,Individual,High Net Worth,Abu Dhabi
REN-0030436,POL-048578,CUST-24738,PROD017,2024-11-15,2024-12-07,Renewed,1,430.02,470.64,Individual,Mass Market,Dubai
REN-0030437,POL-048579,CUST-24739,PROD002,2024-05-02,2024-05-13,Renewed,1,22575.11,25849.17,Corporate,Corporate,Sharjah
REN-0030438,POL-048581,CUST-24739,PROD003,2024-04-01,2024-04-15,Renewed,1,21199.88,23528.24,Corporate,Corporate,Sharjah
REN-0030439,POL-048583,CUST-24740,PROD023,2023-05-15,2023-05-14,Renewed,1,508.46,557.64,Individual,Mass Market,Abu Dhabi
REN-0030440,POL-048584,CUST-24740,PROD021,2025-06-10,2025-06-28,Renewed,1,599.82,641.1,Individual,Mass Market,Abu Dhabi
REN-0030441,POL-048586,CUST-24741,PROD019,2024-05-17,2024-05-10,Customer Cancelled,0,1207.06,0.0,Individual,Mass Market,Abu Dhabi
REN-0030442,POL-048587,CUST-24742,PROD016,2025-03-24,2025-03-26,Renewed,1,1274.38,1409.2,Individual,Mass Market,Ras Al Khaimah
REN-0030443,POL-048590,CUST-24744,PROD014,2022-11-15,2022-11-09,Not Renewed,0,4246.76,0.0,SME,SME,Sharjah
REN-0030444,POL-048591,CUST-24744,PROD024,2024-02-02,2024-01-27,Customer Cancelled,0,5407.99,0.0,SME,SME,Sharjah
REN-0030445,POL-048594,CUST-24747,PROD017,2024-11-10,2024-11-27,Renewed,1,2505.53,2751.12,Individual,Affluent,Dubai
REN-0030446,POL-048595,CUST-24747,PROD022,2025-06-28,2025-07-20,Renewed,1,704.66,760.58,Individual,Affluent,Dubai
REN-0030447,POL-048600,CUST-24750,PROD005,2024-05-05,2024-05-20,Renewed,1,17488.95,19397.08,Corporate,Corporate,Abu Dhabi
REN-0030448,POL-048601,CUST-24750,PROD009,2026-05-16,2026-06-01,Renewed,1,17159.13,18926.43,Corporate,Corporate,Abu Dhabi
REN-0030449,POL-048602,CUST-24750,PROD006,2026-06-17,2026-07-05,Renewed,1,39067.04,44590.25,Corporate,Corporate,Abu Dhabi
REN-0030450,POL-048604,CUST-24750,PROD002,2025-06-13,2025-06-11,Renewed,1,19741.09,20650.95,Corporate,Corporate,Abu Dhabi
REN-0030451,POL-048605,CUST-24751,PROD017,2026-02-06,2026-02-05,Not Renewed,0,1538.21,0.0,Individual,Affluent,Dubai
REN-0030452,POL-048606,CUST-24752,PROD025,2026-05-16,2026-05-07,Not Renewed,0,215.95,0.0,Individual,Mass Market,Abu Dhabi
REN-0030453,POL-048607,CUST-24752,PROD017,2025-11-02,2025-11-12,Renewed,1,1457.13,1674.21,Individual,Mass Market,Abu Dhabi
REN-0030454,POL-048608,CUST-24753,PROD023,2020-03-14,2020-04-08,Renewed,1,845.58,936.33,Individual,Mass Market,Abu Dhabi
REN-0030455,POL-048609,CUST-24754,PROD022,2022-10-03,2022-09-28,Renewed,1,519.09,567.61,Individual,Mass Market,Sharjah
REN-0030456,POL-048611,CUST-24756,PROD025,2020-12-27,2020-12-17,Renewed,1,315.07,351.51,Individual,Affluent,Dubai
REN-0030457,POL-048613,CUST-24758,PROD018,2025-08-02,2025-07-25,Renewed,1,1225.73,1264.6,Individual,Mass Market,Dubai
REN-0030458,POL-048614,CUST-24759,PROD018,2023-12-25,2024-01-03,Renewed,1,648.13,700.35,Individual,Mass Market,Abu Dhabi
REN-0030459,POL-048616,CUST-24760,PROD013,2021-10-05,2021-09-25,Not Renewed,0,12397.49,0.0,SME,SME,Abu Dhabi
REN-0030460,POL-048617,CUST-24760,PROD014,2021-08-02,2021-08-05,Renewed,1,4207.25,4675.39,SME,SME,Abu Dhabi
REN-0030461,POL-048621,CUST-24762,PROD025,2025-03-31,2025-04-01,Renewed,1,486.99,502.6,Individual,Mass Market,Sharjah
REN-0030462,POL-048622,CUST-24762,PROD021,2023-07-22,2023-08-03,Renewed,1,218.87,243.02,Individual,Mass Market,Sharjah
REN-0030463,POL-048623,CUST-24763,PROD025,2024-02-05,2024-02-12,Renewed,1,242.72,276.48,Individual,Affluent,Abu Dhabi
REN-0030464,POL-048624,CUST-24763,PROD020,2026-05-22,2026-06-10,Renewed,1,1694.83,1920.25,Individual,Affluent,Abu Dhabi
REN-0030465,POL-048626,CUST-24765,PROD020,2022-03-11,2022-03-22,Renewed,1,998.17,1036.2,Individual,Mass Market,Dubai
REN-0030466,POL-048627,CUST-24766,PROD011,2025-03-01,2025-03-09,Renewed,1,9592.37,10153.55,SME,SME,Abu Dhabi
REN-0030467,POL-048628,CUST-24766,PROD024,2023-05-09,2023-05-07,Renewed,1,15309.26,17361.74,SME,SME,Abu Dhabi
REN-0030468,POL-048629,CUST-24767,PROD017,2023-02-24,2023-03-21,Renewed,1,2257.84,2365.23,Individual,Mass Market,Dubai
REN-0030469,POL-048630,CUST-24768,PROD021,2026-01-28,2026-02-26,Renewed,1,421.99,454.82,Individual,Mass Market,Sharjah
REN-0030470,POL-048631,CUST-24769,PROD016,2024-06-23,2024-07-01,Renewed,1,2449.82,2554.86,Individual,High Net Worth,Abu Dhabi
REN-0030471,POL-048632,CUST-24769,PROD021,2022-10-27,2022-11-11,Renewed,1,1340.73,1480.32,Individual,High Net Worth,Abu Dhabi
REN-0030472,POL-048635,CUST-24770,PROD006,2023-05-13,2023-05-26,Lost to Competitor,0,27207.88,0.0,Corporate,Corporate,Dubai
REN-0030473,POL-048637,CUST-24770,PROD004,2026-04-25,2026-04-27,Renewed,1,26610.21,28088.91,Corporate,Corporate,Dubai
REN-0030474,POL-048638,CUST-24771,PROD022,2023-06-16,2023-07-05,Renewed,1,897.41,965.48,Individual,Affluent,Sharjah
REN-0030475,POL-048639,CUST-24771,PROD018,2021-10-28,2021-10-30,Renewed,1,2436.27,2616.9,Individual,Affluent,Sharjah
REN-0030476,POL-048640,CUST-24771,PROD017,2020-11-06,2020-11-09,Renewed,1,2427.39,2785.98,Individual,Affluent,Sharjah
REN-0030477,POL-048641,CUST-24772,PROD022,2025-11-06,2025-10-31,Customer Cancelled,0,375.74,0.0,Individual,Mass Market,Dubai
REN-0030478,POL-048642,CUST-24773,PROD020,2022-10-26,2022-11-01,Renewed,1,4298.89,4846.22,Individual,Mass Market,Umm Al Quwain
REN-0030479,POL-048646,CUST-24776,PROD016,2025-12-11,2025-12-13,Renewed,1,1519.29,1705.61,Individual,Mass Market,Ajman
REN-0030480,POL-048647,CUST-24777,PROD013,2025-04-25,2025-04-17,Renewed,1,18142.97,18982.08,SME,SME,Fujairah
REN-0030481,POL-048650,CUST-24779,PROD021,2023-03-16,2023-03-30,Renewed,1,727.26,783.51,Individual,Mass Market,Sharjah
REN-0030482,POL-048651,CUST-24780,PROD021,2023-06-20,2023-07-20,Renewed,1,752.35,842.24,Individual,High Net Worth,Dubai
REN-0030483,POL-048652,CUST-24780,PROD016,2023-05-07,2023-05-18,Lost to Competitor,0,2110.06,0.0,Individual,High Net Worth,Dubai
REN-0030484,POL-048653,CUST-24781,PROD018,2026-06-13,2026-06-25,Renewed,1,3247.04,3600.18,Individual,Mass Market,Sharjah
REN-0030485,POL-048654,CUST-24781,PROD023,2025-07-18,2025-08-06,Renewed,1,609.11,627.54,Individual,Mass Market,Sharjah
REN-0030486,POL-048655,CUST-24782,PROD025,2026-07-10,2026-07-20,Renewed,1,647.98,700.17,Individual,Affluent,Dubai
REN-0030487,POL-048663,CUST-24787,PROD020,2025-10-18,2025-11-04,Renewed,1,880.22,997.62,Individual,Mass Market,Dubai
REN-0030488,POL-048666,CUST-24789,PROD016,2026-04-23,2026-05-15,Renewed,1,1214.46,1363.2,Individual,Affluent,Dubai
REN-0030489,POL-048667,CUST-24789,PROD019,2026-04-28,2026-04-18,Renewed,1,1661.79,1836.54,Individual,Affluent,Dubai
REN-0030490,POL-048670,CUST-24790,PROD022,2023-06-19,2023-06-27,Not Renewed,0,574.02,0.0,Individual,High Net Worth,Abu Dhabi
REN-0030491,POL-048674,CUST-24792,PROD019,2024-07-12,2024-08-09,Renewed,1,2028.95,2212.21,Individual,Mass Market,Abu Dhabi
REN-0030492,POL-048675,CUST-24793,PROD012,2022-09-17,2022-09-15,Renewed,1,4684.5,5316.06,SME,SME,Sharjah
REN-0030493,POL-048676,CUST-24793,PROD011,2022-03-24,2022-04-06,Not Renewed,0,4803.73,0.0,SME,SME,Sharjah
REN-0030494,POL-048677,CUST-24794,PROD020,2026-08-14,2026-08-27,Renewed,1,834.17,899.45,Individual,Mass Market,Ras Al Khaimah
REN-0030495,POL-048680,CUST-24796,PROD017,2026-03-17,2026-03-30,Renewed,1,891.22,1021.15,Individual,Mass Market,Dubai
REN-0030496,POL-048686,CUST-24799,PROD022,2024-11-05,2024-11-29,Lost to Competitor,0,582.52,0.0,Individual,Mass Market,Dubai
REN-0030497,POL-048687,CUST-24800,PROD012,2024-04-09,2024-05-07,Renewed,1,1928.68,2194.65,SME,SME,Dubai
REN-0030498,POL-048688,CUST-24800,PROD013,2025-03-11,2025-03-15,Renewed,1,9375.82,9911.48,SME,SME,Dubai
REN-0030499,POL-048689,CUST-24800,PROD007,2023-09-11,2023-09-30,Not Renewed,0,12600.71,0.0,SME,SME,Dubai
REN-0030500,POL-048690,CUST-24801,PROD017,2026-08-09,2026-08-25,Renewed,1,1244.84,1320.98,Individual,Mass Market,Sharjah
REN-0030501,POL-048691,CUST-24802,PROD005,2025-01-30,2025-02-18,Renewed,1,31796.95,35431.15,Corporate,Corporate,Abu Dhabi
REN-0030502,POL-048692,CUST-24802,PROD015,2023-06-05,2023-05-28,Renewed,1,64006.33,69296.13,Corporate,Corporate,Abu Dhabi
REN-0030503,POL-048697,CUST-24804,PROD003,2026-06-22,2026-06-24,Customer Cancelled,0,14872.15,0.0,Corporate,Corporate,Abu Dhabi
REN-0030504,POL-048698,CUST-24804,PROD004,2025-10-24,2025-11-10,Renewed,1,25585.25,27580.4,Corporate,Corporate,Abu Dhabi
REN-0030505,POL-048702,CUST-24806,PROD014,2026-05-27,2026-05-30,Renewed,1,8220.16,8712.63,SME,SME,Dubai
REN-0030506,POL-048703,CUST-24806,PROD024,2021-11-30,2021-11-24,Renewed,1,9667.29,10996.34,SME,SME,Dubai
REN-0030507,POL-048704,CUST-24807,PROD021,2021-11-15,2021-11-16,Renewed,1,109.72,118.35,Individual,Mass Market,Abu Dhabi
REN-0030508,POL-048709,CUST-24809,PROD018,2021-12-30,2022-01-06,Renewed,1,2775.45,3186.77,Individual,High Net Worth,Abu Dhabi
REN-0030509,POL-048710,CUST-24810,PROD024,2021-01-29,2021-02-10,Renewed,1,7798.56,8234.04,SME,SME,Dubai
REN-0030510,POL-048711,CUST-24810,PROD007,2021-10-11,2021-10-05,Renewed,1,5515.95,6140.61,SME,SME,Dubai
REN-0030511,POL-048713,CUST-24810,PROD013,2023-01-16,2023-02-10,Renewed,1,8967.15,9251.03,SME,SME,Dubai
REN-0030512,POL-048715,CUST-24812,PROD020,2026-07-13,2026-07-11,Renewed,1,3953.51,4250.27,Individual,Mass Market,Abu Dhabi
REN-0030513,POL-048718,CUST-24813,PROD020,2026-03-27,2026-03-25,Renewed,1,857.27,979.34,Individual,Mass Market,Abu Dhabi
REN-0030514,POL-048719,CUST-24814,PROD021,2024-12-20,2025-01-11,Renewed,1,625.83,715.92,Individual,Mass Market,Dubai
REN-0030515,POL-048720,CUST-24815,PROD013,2023-09-29,2023-10-24,Renewed,1,14195.37,15504.88,SME,SME,Dubai
REN-0030516,POL-048721,CUST-24815,PROD024,2025-09-23,2025-10-21,Renewed,1,6986.33,7503.16,SME,SME,Dubai
REN-0030517,POL-048722,CUST-24815,PROD012,2023-05-10,2023-05-27,Renewed,1,4251.19,4863.81,SME,SME,Dubai
REN-0030518,POL-048723,CUST-24816,PROD011,2026-05-22,2026-05-23,Renewed,1,2580.54,2766.99,SME,SME,Dubai
