Lead_ID,Customer_ID,Lead_Date,Lead_Source,Product_Interest,Lead_Status,Quoted_Premium,Converted_Flag,Lead_Year
LEAD-00031204,CUST-07700,2023-11-11,Google Ads,Cyber Security Insurance,New,17145.87,0,2023
LEAD-00031205,CUST-08547,2024-03-08,Google Ads,Travel Insurance,Contacted,3412.04,0,2024
LEAD-00031206,CUST-11187,2024-02-04,Website,Travel Insurance,Contacted,1500.21,0,2024
LEAD-00031207,CUST-13581,2024-12-06,Google Ads,Life Insurance,Converted,10838.19,1,2024
LEAD-00031208,CUST-23944,2024-12-27,Insurance Broker,Motor Fleet Insurance,Contacted,8707.33,0,2024
LEAD-00031209,CUST-07276,2024-03-05,Email Campaign,Home Insurance,Qualified,9431.15,0,2024
LEAD-00031210,CUST-11540,2025-06-10,Bank Partner,Business Insurance,Quoted,2729.7,0,2025
LEAD-00031211,CUST-09434,2024-05-03,Google Ads,Business Insurance,Quoted,8741.37,0,2024
LEAD-00031212,CUST-17317,2025-05-24,Referral,Business Insurance,Qualified,5200.38,0,2025
LEAD-00031213,CUST-20554,2026-01-19,Insurance Broker,Health Insurance,Qualified,9107.61,0,2026
LEAD-00031214,CUST-03601,2024-11-14,Google Ads,Travel Insurance,Contacted,15128.71,0,2024
LEAD-00031215,CUST-05036,2025-05-18,Website,Motor Fleet Insurance,New,5335.75,0,2025
LEAD-00031216,CUST-12068,2024-05-18,Insurance Broker,Motor Fleet Insurance,Converted,15959.16,1,2024
LEAD-00031217,CUST-01619,2025-04-09,Bank Partner,Health Insurance,Lost,1593.03,0,2025
LEAD-00031218,CUST-06579,2025-04-27,Social Media,Life Insurance,Quoted,466.15,0,2025
LEAD-00031219,CUST-05138,2023-08-19,Website,Travel Insurance,Converted,1285.32,1,2023
LEAD-00031220,CUST-09572,2026-06-14,Social Media,Business Insurance,Qualified,6207.64,0,2026
LEAD-00031221,CUST-16472,2024-11-30,Branch,SME Insurance,Quoted,17646.37,0,2024
LEAD-00031222,CUST-06560,2024-12-05,Google Ads,SME Insurance,New,11091.44,0,2024
LEAD-00031223,CUST-22107,2026-04-13,Referral,Life Insurance,New,10736.43,0,2026
LEAD-00031224,CUST-02515,2024-01-03,Website,Car Insurance,Quoted,2539.66,0,2024
LEAD-00031225,CUST-12103,2023-11-30,Insurance Broker,Life Insurance,Converted,22784.32,1,2023
LEAD-00031226,CUST-24880,2024-02-06,Social Media,Travel Insurance,Contacted,8710.95,0,2024
LEAD-00031227,CUST-16784,2026-07-03,Referral,Cyber Security Insurance,Contacted,20750.7,0,2026
LEAD-00031228,CUST-09700,2025-08-31,Website,Motor Fleet Insurance,Quoted,528.04,0,2025
LEAD-00031229,CUST-18640,2025-02-02,Insurance Broker,Health Insurance,Contacted,7966.51,0,2025
LEAD-00031230,CUST-04131,2023-11-03,Google Ads,Travel Insurance,Converted,14597.27,1,2023
LEAD-00031231,CUST-20514,2024-08-09,Website,Health Insurance,Converted,13515.98,1,2024
LEAD-00031232,CUST-15537,2024-06-12,Branch,Health Insurance,Qualified,6768.67,0,2024
LEAD-00031233,CUST-06159,2025-10-25,Insurance Broker,Life Insurance,Contacted,13726.28,0,2025
LEAD-00031234,CUST-13222,2024-02-10,Google Ads,Business Insurance,Converted,2123.44,1,2024
LEAD-00031235,CUST-19028,2025-08-16,Bank Partner,Health Insurance,Quoted,1847.15,0,2025
LEAD-00031236,CUST-01939,2026-07-07,Email Campaign,Life Insurance,Lost,9697.58,0,2026
LEAD-00031237,CUST-07764,2024-10-23,Website,Travel Insurance,Quoted,14759.0,0,2024
LEAD-00031238,CUST-08920,2026-02-10,Insurance Broker,Motor Fleet Insurance,Contacted,19491.92,0,2026
LEAD-00031239,CUST-23853,2025-07-24,Google Ads,Home Insurance,Quoted,13624.63,0,2025
LEAD-00031240,CUST-06105,2024-09-13,Branch,SME Insurance,Converted,24694.57,1,2024
LEAD-00031241,CUST-23654,2024-01-07,Insurance Broker,Home Insurance,Contacted,19024.2,0,2024
LEAD-00031242,CUST-18897,2023-11-04,Social Media,Motor Fleet Insurance,New,3469.79,0,2023
LEAD-00031243,CUST-23903,2024-04-23,Email Campaign,Health Insurance,Quoted,17768.4,0,2024
LEAD-00031244,CUST-08361,2024-06-25,Website,Motor Fleet Insurance,Contacted,11137.87,0,2024
LEAD-00031245,CUST-10741,2026-05-13,Google Ads,SME Insurance,Converted,7071.74,1,2026
LEAD-00031246,CUST-15799,2025-04-03,Social Media,Cyber Security Insurance,Contacted,22958.37,0,2025
LEAD-00031247,CUST-12126,2024-07-06,Insurance Broker,Health Insurance,Lost,2940.06,0,2024
LEAD-00031248,CUST-02036,2026-07-13,Website,Cyber Security Insurance,Lost,630.03,0,2026
LEAD-00031249,CUST-00551,2025-04-07,Website,Car Insurance,Quoted,12078.6,0,2025
LEAD-00031250,CUST-19595,2025-01-13,Email Campaign,Car Insurance,Converted,19159.15,1,2025
LEAD-00031251,CUST-09772,2024-06-04,Website,Health Insurance,New,19105.28,0,2024
LEAD-00031252,CUST-03904,2024-05-22,Website,Car Insurance,Contacted,9670.66,0,2024
LEAD-00031253,CUST-23645,2026-05-30,Branch,Home Insurance,Quoted,9457.22,0,2026
LEAD-00031254,CUST-23774,2026-02-14,Bank Partner,Life Insurance,Lost,468.76,0,2026
LEAD-00031255,CUST-21711,2023-12-16,Bank Partner,Life Insurance,New,14116.06,0,2023
LEAD-00031256,CUST-00357,2025-05-09,Insurance Broker,Motor Fleet Insurance,Quoted,18233.2,0,2025
LEAD-00031257,CUST-09771,2026-02-04,Google Ads,Life Insurance,Quoted,6181.11,0,2026
LEAD-00031258,CUST-03840,2026-08-07,Email Campaign,Motor Fleet Insurance,New,15323.21,0,2026
LEAD-00031259,CUST-15562,2024-07-22,Insurance Broker,Life Insurance,Quoted,2122.36,0,2024
LEAD-00031260,CUST-12478,2026-04-03,Insurance Broker,Health Insurance,Lost,24164.6,0,2026
LEAD-00031261,CUST-23045,2025-06-12,Website,Health Insurance,Qualified,5436.96,0,2025
LEAD-00031262,CUST-06171,2025-08-31,Referral,Car Insurance,Qualified,16243.07,0,2025
LEAD-00031263,CUST-05156,2026-02-25,Bank Partner,Car Insurance,Lost,23055.13,0,2026
LEAD-00031264,CUST-05512,2025-12-23,Google Ads,Life Insurance,Qualified,15709.2,0,2025
LEAD-00031265,CUST-04809,2026-08-05,Insurance Broker,Life Insurance,Converted,21328.95,1,2026
LEAD-00031266,CUST-17025,2023-12-24,Referral,Cyber Security Insurance,Converted,9013.32,1,2023
LEAD-00031267,CUST-00261,2024-09-15,Email Campaign,Motor Fleet Insurance,Quoted,10174.05,0,2024
LEAD-00031268,CUST-14877,2026-04-06,Bank Partner,Car Insurance,New,18564.51,0,2026
LEAD-00031269,CUST-04574,2024-12-12,Website,Business Insurance,New,19422.85,0,2024
LEAD-00031270,CUST-06588,2023-09-12,Email Campaign,SME Insurance,New,2078.35,0,2023
LEAD-00031271,CUST-00897,2024-02-05,Insurance Broker,SME Insurance,Quoted,1595.98,0,2024
LEAD-00031272,CUST-04033,2023-10-28,Website,Cyber Security Insurance,Contacted,22411.07,0,2023
LEAD-00031273,CUST-15438,2026-03-03,Branch,Travel Insurance,Converted,3370.47,1,2026
LEAD-00031274,CUST-07321,2024-07-21,Email Campaign,Business Insurance,Contacted,4052.83,0,2024
LEAD-00031275,CUST-15891,2024-08-16,Website,Motor Fleet Insurance,Contacted,8471.79,0,2024
LEAD-00031276,CUST-13144,2026-03-04,Branch,Car Insurance,Contacted,4620.64,0,2026
LEAD-00031277,CUST-23119,2025-10-02,Social Media,Health Insurance,Qualified,21012.31,0,2025
LEAD-00031278,CUST-10690,2025-12-31,Branch,Cyber Security Insurance,Contacted,20909.19,0,2025
LEAD-00031279,CUST-05484,2023-08-20,Website,Health Insurance,Quoted,17860.35,0,2023
LEAD-00031280,CUST-24716,2025-06-23,Social Media,SME Insurance,Contacted,13467.4,0,2025
LEAD-00031281,CUST-00101,2024-02-27,Website,Cyber Security Insurance,Quoted,12147.35,0,2024
LEAD-00031282,CUST-17018,2026-05-06,Branch,Motor Fleet Insurance,Quoted,15196.6,0,2026
LEAD-00031283,CUST-18182,2025-02-03,Google Ads,Car Insurance,Converted,16695.28,1,2025
LEAD-00031284,CUST-17244,2024-06-23,Email Campaign,Motor Fleet Insurance,New,2151.49,0,2024
LEAD-00031285,CUST-13020,2024-03-28,Website,SME Insurance,New,2288.83,0,2024
LEAD-00031286,CUST-11232,2026-05-04,Website,Business Insurance,Converted,18737.44,1,2026
LEAD-00031287,CUST-22047,2025-01-25,Google Ads,Home Insurance,Contacted,18387.56,0,2025
LEAD-00031288,CUST-23680,2026-05-06,Website,Health Insurance,New,22101.98,0,2026
LEAD-00031289,CUST-06170,2025-10-02,Insurance Broker,SME Insurance,New,23463.6,0,2025
LEAD-00031290,CUST-13554,2024-08-26,Website,Cyber Security Insurance,Contacted,22102.53,0,2024
LEAD-00031291,CUST-23771,2023-08-31,Google Ads,Motor Fleet Insurance,Lost,4374.34,0,2023
LEAD-00031292,CUST-12961,2025-08-18,Referral,Home Insurance,Lost,6344.63,0,2025
LEAD-00031293,CUST-17596,2026-01-24,Referral,SME Insurance,Qualified,2477.27,0,2026
LEAD-00031294,CUST-08212,2025-01-30,Insurance Broker,Motor Fleet Insurance,Lost,10266.88,0,2025
LEAD-00031295,CUST-09148,2025-07-20,Branch,Life Insurance,Contacted,12127.04,0,2025
LEAD-00031296,CUST-09683,2023-11-30,Insurance Broker,Home Insurance,Converted,4462.54,1,2023
LEAD-00031297,CUST-03808,2026-05-04,Referral,Life Insurance,Quoted,23169.69,0,2026
LEAD-00031298,CUST-20935,2026-01-13,Website,Motor Fleet Insurance,Qualified,20655.27,0,2026
LEAD-00031299,CUST-09602,2024-11-24,Insurance Broker,Life Insurance,New,9206.95,0,2024
LEAD-00031300,CUST-19182,2026-06-25,Google Ads,Cyber Security Insurance,New,17128.98,0,2026
LEAD-00031301,CUST-14175,2024-09-24,Bank Partner,Motor Fleet Insurance,Qualified,13177.69,0,2024
LEAD-00031302,CUST-11707,2023-11-08,Insurance Broker,Home Insurance,New,21829.87,0,2023
LEAD-00031303,CUST-10174,2024-04-25,Google Ads,SME Insurance,New,17784.57,0,2024
LEAD-00031304,CUST-16231,2026-02-18,Branch,Travel Insurance,Qualified,22604.47,0,2026
LEAD-00031305,CUST-22185,2024-03-08,Branch,Life Insurance,Converted,2777.53,1,2024
LEAD-00031306,CUST-17578,2024-06-20,Google Ads,Travel Insurance,New,23510.77,0,2024
LEAD-00031307,CUST-03127,2024-11-06,Google Ads,Business Insurance,Quoted,23767.65,0,2024
LEAD-00031308,CUST-11651,2023-09-26,Google Ads,SME Insurance,Contacted,15655.51,0,2023
LEAD-00031309,CUST-16591,2026-02-15,Insurance Broker,Business Insurance,Quoted,24762.11,0,2026
LEAD-00031310,CUST-11421,2025-11-15,Google Ads,Business Insurance,Converted,22661.97,1,2025
LEAD-00031311,CUST-19274,2025-02-24,Branch,Travel Insurance,Converted,14445.9,1,2025
LEAD-00031312,CUST-15033,2025-03-16,Google Ads,Health Insurance,Contacted,12461.68,0,2025
LEAD-00031313,CUST-04307,2023-12-28,Referral,Car Insurance,Quoted,2108.97,0,2023
LEAD-00031314,CUST-16725,2025-01-03,Google Ads,Life Insurance,Qualified,19611.1,0,2025
LEAD-00031315,CUST-01199,2025-08-14,Social Media,SME Insurance,Quoted,13425.54,0,2025
LEAD-00031316,CUST-16531,2025-05-08,Google Ads,Cyber Security Insurance,Converted,6791.85,1,2025
LEAD-00031317,CUST-16494,2023-09-15,Google Ads,SME Insurance,Quoted,9784.36,0,2023
LEAD-00031318,CUST-16490,2025-02-27,Referral,Life Insurance,Lost,12205.78,0,2025
LEAD-00031319,CUST-21203,2025-08-09,Referral,Business Insurance,Contacted,14002.04,0,2025
LEAD-00031320,CUST-01788,2025-04-21,Website,Travel Insurance,Contacted,14336.81,0,2025
LEAD-00031321,CUST-04446,2024-07-18,Google Ads,Health Insurance,Quoted,8658.31,0,2024
LEAD-00031322,CUST-24874,2024-08-20,Google Ads,Car Insurance,Qualified,19755.87,0,2024
LEAD-00031323,CUST-11336,2026-04-13,Referral,Life Insurance,Contacted,8292.54,0,2026
LEAD-00031324,CUST-12024,2026-03-26,Referral,Health Insurance,Converted,14621.29,1,2026
LEAD-00031325,CUST-23998,2024-09-16,Website,Car Insurance,Quoted,22095.19,0,2024
LEAD-00031326,CUST-00698,2024-12-29,Google Ads,Health Insurance,New,3992.66,0,2024
LEAD-00031327,CUST-20031,2024-09-04,Bank Partner,Cyber Security Insurance,New,3047.9,0,2024
LEAD-00031328,CUST-23563,2026-06-03,Insurance Broker,Life Insurance,Converted,22701.52,1,2026
LEAD-00031329,CUST-10568,2026-04-28,Website,Home Insurance,Quoted,24019.15,0,2026
LEAD-00031330,CUST-23183,2024-12-04,Bank Partner,Life Insurance,Quoted,12255.17,0,2024
LEAD-00031331,CUST-13668,2025-03-19,Google Ads,Cyber Security Insurance,New,10364.28,0,2025
LEAD-00031332,CUST-04348,2025-06-06,Insurance Broker,Cyber Security Insurance,Contacted,4251.48,0,2025
LEAD-00031333,CUST-05713,2025-08-07,Bank Partner,Health Insurance,Quoted,840.47,0,2025
LEAD-00031334,CUST-15955,2025-04-06,Website,Travel Insurance,Lost,13269.69,0,2025
LEAD-00031335,CUST-01987,2025-10-27,Google Ads,Travel Insurance,Contacted,9270.4,0,2025
LEAD-00031336,CUST-06024,2023-11-12,Social Media,Travel Insurance,Quoted,4981.04,0,2023
LEAD-00031337,CUST-13400,2025-01-01,Google Ads,Car Insurance,Converted,14937.41,1,2025
LEAD-00031338,CUST-24499,2024-02-06,Google Ads,Life Insurance,New,20277.79,0,2024
LEAD-00031339,CUST-04153,2024-06-27,Insurance Broker,Motor Fleet Insurance,New,19895.38,0,2024
LEAD-00031340,CUST-07678,2026-06-20,Bank Partner,Life Insurance,Contacted,5291.13,0,2026
LEAD-00031341,CUST-21348,2023-12-05,Google Ads,Home Insurance,Quoted,8129.52,0,2023
LEAD-00031342,CUST-24411,2024-09-15,Insurance Broker,Life Insurance,Converted,3030.73,1,2024
LEAD-00031343,CUST-18938,2024-02-05,Bank Partner,Motor Fleet Insurance,Lost,6617.69,0,2024
LEAD-00031344,CUST-05106,2025-09-22,Referral,Motor Fleet Insurance,Contacted,9081.14,0,2025
LEAD-00031345,CUST-14154,2024-07-27,Referral,Cyber Security Insurance,Converted,9105.21,1,2024
LEAD-00031346,CUST-23253,2024-01-04,Bank Partner,Business Insurance,Quoted,13518.32,0,2024
LEAD-00031347,CUST-09298,2024-01-24,Google Ads,Business Insurance,Contacted,1645.47,0,2024
LEAD-00031348,CUST-05786,2025-07-23,Social Media,Health Insurance,Contacted,20941.77,0,2025
LEAD-00031349,CUST-20410,2023-08-21,Google Ads,Motor Fleet Insurance,New,20016.98,0,2023
LEAD-00031350,CUST-18760,2023-10-12,Website,Travel Insurance,Contacted,9870.25,0,2023
LEAD-00031351,CUST-24519,2024-05-26,Branch,Home Insurance,Quoted,8592.14,0,2024
LEAD-00031352,CUST-08307,2024-06-16,Website,Home Insurance,New,16504.3,0,2024
LEAD-00031353,CUST-11420,2025-11-18,Google Ads,Car Insurance,New,3675.69,0,2025
LEAD-00031354,CUST-19834,2026-05-18,Referral,Health Insurance,Contacted,7659.98,0,2026
LEAD-00031355,CUST-22940,2024-10-04,Email Campaign,Motor Fleet Insurance,Qualified,16751.89,0,2024
LEAD-00031356,CUST-20324,2023-09-25,Branch,SME Insurance,New,22094.43,0,2023
LEAD-00031357,CUST-19492,2024-06-06,Branch,Cyber Security Insurance,Qualified,16060.51,0,2024
LEAD-00031358,CUST-01205,2026-03-14,Insurance Broker,Health Insurance,Contacted,16382.16,0,2026
LEAD-00031359,CUST-22668,2024-09-06,Email Campaign,Car Insurance,Lost,17175.66,0,2024
LEAD-00031360,CUST-15948,2024-08-25,Social Media,Business Insurance,Quoted,1677.23,0,2024
LEAD-00031361,CUST-07584,2023-12-24,Website,Home Insurance,New,304.44,0,2023
LEAD-00031362,CUST-09912,2024-05-25,Google Ads,Life Insurance,New,13500.73,0,2024
LEAD-00031363,CUST-00178,2026-06-06,Referral,Health Insurance,Contacted,21481.84,0,2026
LEAD-00031364,CUST-11783,2026-05-30,Branch,Health Insurance,Qualified,10346.25,0,2026
LEAD-00031365,CUST-06768,2026-02-17,Referral,Business Insurance,New,18609.15,0,2026
LEAD-00031366,CUST-02419,2026-04-05,Insurance Broker,Motor Fleet Insurance,Qualified,4298.28,0,2026
LEAD-00031367,CUST-05009,2026-05-07,Insurance Broker,SME Insurance,Converted,4498.81,1,2026
LEAD-00031368,CUST-09706,2025-06-08,Website,Business Insurance,Converted,1211.22,1,2025
LEAD-00031369,CUST-11973,2025-03-22,Referral,Motor Fleet Insurance,Quoted,5012.61,0,2025
LEAD-00031370,CUST-16571,2025-11-12,Referral,Car Insurance,Quoted,7693.14,0,2025
LEAD-00031371,CUST-11512,2026-06-03,Email Campaign,Home Insurance,Contacted,22268.07,0,2026
LEAD-00031372,CUST-11877,2024-01-30,Website,Business Insurance,Contacted,14812.31,0,2024
LEAD-00031373,CUST-20407,2024-04-26,Bank Partner,Life Insurance,Lost,14578.41,0,2024
LEAD-00031374,CUST-09648,2026-05-24,Social Media,Life Insurance,Converted,11634.37,1,2026
LEAD-00031375,CUST-03127,2025-05-21,Branch,Life Insurance,Quoted,13705.4,0,2025
LEAD-00031376,CUST-00063,2026-05-29,Bank Partner,SME Insurance,Quoted,16721.18,0,2026
LEAD-00031377,CUST-24204,2024-09-06,Insurance Broker,Life Insurance,New,3988.63,0,2024
LEAD-00031378,CUST-10630,2023-10-20,Referral,SME Insurance,Contacted,12352.54,0,2023
LEAD-00031379,CUST-06555,2024-01-07,Google Ads,Life Insurance,Lost,4637.03,0,2024
LEAD-00031380,CUST-14689,2023-11-09,Referral,Life Insurance,Lost,23683.75,0,2023
LEAD-00031381,CUST-00719,2023-09-30,Insurance Broker,Travel Insurance,Contacted,14969.83,0,2023
LEAD-00031382,CUST-24837,2023-12-25,Email Campaign,Cyber Security Insurance,New,13018.89,0,2023
LEAD-00031383,CUST-04333,2026-06-30,Insurance Broker,Travel Insurance,Lost,2355.58,0,2026
LEAD-00031384,CUST-10411,2024-10-24,Website,Motor Fleet Insurance,New,9401.53,0,2024
LEAD-00031385,CUST-09081,2025-09-20,Branch,Travel Insurance,Quoted,3844.02,0,2025
LEAD-00031386,CUST-22418,2026-05-01,Website,Cyber Security Insurance,Qualified,6426.54,0,2026
LEAD-00031387,CUST-08951,2024-08-13,Insurance Broker,Health Insurance,Quoted,15874.15,0,2024
LEAD-00031388,CUST-10712,2025-07-31,Social Media,Car Insurance,New,12504.34,0,2025
LEAD-00031389,CUST-09702,2025-10-11,Insurance Broker,SME Insurance,New,1212.36,0,2025
LEAD-00031390,CUST-03494,2025-10-30,Referral,Health Insurance,Lost,14404.46,0,2025
LEAD-00031391,CUST-19158,2026-04-09,Website,Business Insurance,New,14524.09,0,2026
LEAD-00031392,CUST-06791,2024-09-25,Email Campaign,SME Insurance,Quoted,13083.18,0,2024
LEAD-00031393,CUST-11146,2026-03-17,Insurance Broker,Travel Insurance,Converted,5629.91,1,2026
LEAD-00031394,CUST-03530,2024-05-03,Website,Car Insurance,Converted,13362.95,1,2024
LEAD-00031395,CUST-24667,2024-11-04,Branch,Cyber Security Insurance,Contacted,2198.33,0,2024
LEAD-00031396,CUST-06230,2026-05-11,Google Ads,SME Insurance,New,21126.69,0,2026
LEAD-00031397,CUST-09242,2024-05-05,Website,SME Insurance,New,7067.2,0,2024
LEAD-00031398,CUST-01800,2024-10-25,Website,Car Insurance,Contacted,3893.05,0,2024
LEAD-00031399,CUST-18489,2026-03-09,Google Ads,Home Insurance,Lost,9943.75,0,2026
LEAD-00031400,CUST-00370,2025-08-26,Bank Partner,Cyber Security Insurance,Quoted,2277.66,0,2025
LEAD-00031401,CUST-01661,2026-07-10,Email Campaign,Cyber Security Insurance,New,6341.63,0,2026
LEAD-00031402,CUST-09875,2024-07-14,Website,Health Insurance,Qualified,17935.61,0,2024
LEAD-00031403,CUST-20677,2024-03-27,Bank Partner,SME Insurance,Qualified,13644.31,0,2024
LEAD-00031404,CUST-13626,2026-01-14,Google Ads,Motor Fleet Insurance,Qualified,15231.11,0,2026
LEAD-00031405,CUST-10917,2026-02-09,Branch,Home Insurance,Converted,1591.34,1,2026
LEAD-00031406,CUST-08835,2023-12-18,Referral,SME Insurance,New,18000.17,0,2023
LEAD-00031407,CUST-05981,2024-07-29,Google Ads,Health Insurance,Qualified,8157.78,0,2024
LEAD-00031408,CUST-23434,2025-08-09,Website,Car Insurance,Qualified,2825.5,0,2025
LEAD-00031409,CUST-18795,2024-06-08,Google Ads,Car Insurance,Qualified,18567.92,0,2024
LEAD-00031410,CUST-22675,2024-09-21,Insurance Broker,Life Insurance,Lost,6966.33,0,2024
LEAD-00031411,CUST-16095,2024-05-21,Google Ads,Car Insurance,Converted,20181.19,1,2024
LEAD-00031412,CUST-12889,2024-12-04,Email Campaign,SME Insurance,Contacted,20847.16,0,2024
LEAD-00031413,CUST-03155,2024-06-09,Insurance Broker,Health Insurance,Qualified,15318.39,0,2024
LEAD-00031414,CUST-14653,2025-01-22,Email Campaign,Home Insurance,Qualified,7260.66,0,2025
LEAD-00031415,CUST-20186,2026-05-06,Insurance Broker,SME Insurance,New,20748.58,0,2026
LEAD-00031416,CUST-09212,2024-06-20,Email Campaign,Car Insurance,Converted,24682.9,1,2024
LEAD-00031417,CUST-23009,2026-01-30,Email Campaign,Motor Fleet Insurance,Qualified,18774.7,0,2026
LEAD-00031418,CUST-15266,2024-01-19,Website,Travel Insurance,Contacted,20457.37,0,2024
LEAD-00031419,CUST-06198,2024-01-06,Social Media,Car Insurance,Quoted,15055.06,0,2024
LEAD-00031420,CUST-20668,2024-11-06,Insurance Broker,Home Insurance,Quoted,2356.09,0,2024
LEAD-00031421,CUST-11174,2025-05-04,Google Ads,Home Insurance,Contacted,20174.33,0,2025
LEAD-00031422,CUST-05483,2024-02-16,Google Ads,SME Insurance,Lost,19895.65,0,2024
LEAD-00031423,CUST-04644,2024-09-29,Google Ads,Health Insurance,Quoted,18254.54,0,2024
LEAD-00031424,CUST-13798,2024-06-14,Google Ads,Cyber Security Insurance,Contacted,9816.08,0,2024
LEAD-00031425,CUST-18524,2026-04-28,Insurance Broker,Life Insurance,Contacted,2515.32,0,2026
LEAD-00031426,CUST-15621,2024-10-12,Bank Partner,Cyber Security Insurance,Qualified,1385.1,0,2024
LEAD-00031427,CUST-10844,2026-06-10,Insurance Broker,Travel Insurance,Contacted,9308.52,0,2026
LEAD-00031428,CUST-15137,2025-02-28,Insurance Broker,Life Insurance,New,24129.21,0,2025
LEAD-00031429,CUST-02638,2024-09-08,Website,Home Insurance,New,14079.97,0,2024
LEAD-00031430,CUST-16320,2024-04-25,Email Campaign,Motor Fleet Insurance,Converted,11019.11,1,2024
LEAD-00031431,CUST-09753,2024-07-21,Google Ads,Cyber Security Insurance,Qualified,20683.2,0,2024
LEAD-00031432,CUST-23985,2024-09-28,Google Ads,Business Insurance,Quoted,13872.07,0,2024
LEAD-00031433,CUST-22299,2025-05-26,Google Ads,SME Insurance,Contacted,23077.62,0,2025
LEAD-00031434,CUST-23796,2024-05-17,Referral,Car Insurance,New,24561.26,0,2024
LEAD-00031435,CUST-18661,2025-05-02,Bank Partner,Home Insurance,Qualified,12301.98,0,2025
LEAD-00031436,CUST-11777,2026-04-14,Email Campaign,Home Insurance,Qualified,11108.47,0,2026
LEAD-00031437,CUST-22735,2023-10-08,Email Campaign,Cyber Security Insurance,Lost,23131.92,0,2023
LEAD-00031438,CUST-02108,2025-01-23,Referral,Motor Fleet Insurance,Qualified,20455.53,0,2025
LEAD-00031439,CUST-15254,2023-12-31,Website,Car Insurance,New,619.19,0,2023
LEAD-00031440,CUST-15310,2025-08-02,Google Ads,Business Insurance,Converted,15431.29,1,2025
LEAD-00031441,CUST-19296,2026-02-10,Insurance Broker,Home Insurance,Converted,14775.79,1,2026
LEAD-00031442,CUST-21912,2023-12-24,Website,Home Insurance,Qualified,4412.14,0,2023
LEAD-00031443,CUST-17271,2023-09-27,Social Media,Travel Insurance,Lost,6102.08,0,2023
LEAD-00031444,CUST-22934,2025-05-29,Email Campaign,Business Insurance,Quoted,19071.41,0,2025
LEAD-00031445,CUST-03640,2025-12-29,Email Campaign,Business Insurance,Contacted,5925.48,0,2025
LEAD-00031446,CUST-18756,2024-04-17,Bank Partner,SME Insurance,Contacted,1458.47,0,2024
LEAD-00031447,CUST-10717,2024-10-20,Email Campaign,Health Insurance,Contacted,3075.77,0,2024
LEAD-00031448,CUST-10801,2024-08-13,Referral,Health Insurance,Qualified,20851.43,0,2024
LEAD-00031449,CUST-02489,2024-12-02,Website,SME Insurance,Qualified,5282.76,0,2024
LEAD-00031450,CUST-04213,2025-11-19,Email Campaign,Health Insurance,Lost,20540.05,0,2025
LEAD-00031451,CUST-13931,2026-02-08,Google Ads,Life Insurance,Quoted,17401.17,0,2026
LEAD-00031452,CUST-23694,2024-02-29,Social Media,Cyber Security Insurance,Quoted,6017.84,0,2024
LEAD-00031453,CUST-13322,2024-03-23,Website,Car Insurance,Quoted,19755.92,0,2024
LEAD-00031454,CUST-13378,2023-09-21,Social Media,Travel Insurance,Qualified,18245.07,0,2023
LEAD-00031455,CUST-21005,2024-08-21,Referral,Cyber Security Insurance,Contacted,18215.77,0,2024
LEAD-00031456,CUST-13343,2024-12-11,Bank Partner,Travel Insurance,Contacted,3311.96,0,2024
LEAD-00031457,CUST-04119,2024-04-18,Email Campaign,Travel Insurance,New,21259.09,0,2024
LEAD-00031458,CUST-17039,2024-12-18,Social Media,Health Insurance,Qualified,24287.75,0,2024
LEAD-00031459,CUST-02037,2024-03-15,Referral,Cyber Security Insurance,Contacted,21542.77,0,2024
LEAD-00031460,CUST-10286,2023-12-13,Social Media,Business Insurance,Quoted,12539.43,0,2023
LEAD-00031461,CUST-23409,2025-08-04,Social Media,Cyber Security Insurance,Qualified,21749.82,0,2025
LEAD-00031462,CUST-00132,2025-06-01,Branch,Business Insurance,New,6270.88,0,2025
LEAD-00031463,CUST-21890,2025-06-29,Referral,Motor Fleet Insurance,Quoted,8824.96,0,2025
LEAD-00031464,CUST-03048,2024-08-26,Website,Business Insurance,Contacted,13129.79,0,2024
LEAD-00031465,CUST-01384,2025-09-27,Website,Car Insurance,Qualified,7631.41,0,2025
LEAD-00031466,CUST-08257,2024-02-03,Social Media,Travel Insurance,Contacted,4369.19,0,2024
LEAD-00031467,CUST-22669,2024-08-13,Referral,Car Insurance,Contacted,14349.8,0,2024
LEAD-00031468,CUST-13845,2024-12-28,Google Ads,Health Insurance,Quoted,4840.28,0,2024
LEAD-00031469,CUST-04217,2025-02-12,Website,Cyber Security Insurance,New,20637.84,0,2025
LEAD-00031470,CUST-12111,2025-06-26,Referral,Business Insurance,Contacted,8691.8,0,2025
LEAD-00031471,CUST-17589,2024-11-30,Insurance Broker,Motor Fleet Insurance,Quoted,16385.81,0,2024
LEAD-00031472,CUST-10518,2023-10-10,Insurance Broker,Home Insurance,Quoted,3458.27,0,2023
LEAD-00031473,CUST-01157,2025-08-07,Website,Business Insurance,Quoted,21015.96,0,2025
LEAD-00031474,CUST-17772,2025-08-28,Referral,Health Insurance,Qualified,22032.82,0,2025
LEAD-00031475,CUST-00134,2025-03-26,Bank Partner,Life Insurance,Quoted,18898.51,0,2025
LEAD-00031476,CUST-06811,2024-05-21,Website,Car Insurance,Contacted,22902.14,0,2024
LEAD-00031477,CUST-11255,2023-09-30,Google Ads,Motor Fleet Insurance,Quoted,15924.22,0,2023
