Customer_ID,Customer_Type,Gender,Age,Nationality,Emirate,Industry,Company_Size,Customer_Segment,Customer_Since,Acquisition_Channel
CUST-22110,Individual,Female,62,Indian,Ajman,Individual,,Mass Market,2025-10-06,Insurance Agent
CUST-22111,Individual,Male,56,Indian,Abu Dhabi,Individual,,Mass Market,2024-05-29,Insurance Broker
CUST-22112,Corporate,Male,58,Nepalese,Abu Dhabi,IT & Software,Large,Corporate,2020-07-04,Insurance Broker
CUST-22113,Individual,Male,54,Sri Lankan,Dubai,Individual,,Mass Market,2025-03-21,Insurance Broker
CUST-22114,SME,Female,43,Emirati,Ras Al Khaimah,Real Estate,Medium,SME,2018-10-05,Bank / Bancassurance
CUST-22115,Corporate,Male,47,Indian,Dubai,IT & Software,Large,Corporate,2020-04-23,Insurance Agent
CUST-22116,Corporate,Male,55,Indian,Dubai,Hospitality,Large,Corporate,2024-11-09,Insurance Broker
CUST-22117,SME,Female,46,Indian,Abu Dhabi,Travel & Tourism,Micro,SME,2024-12-14,Insurance Broker
CUST-22118,Individual,Male,26,Emirati,Sharjah,Individual,,Mass Market,2021-08-18,Direct Online
CUST-22119,Corporate,Male,63,Bangladeshi,Abu Dhabi,Government,Large,Corporate,2023-02-02,Direct Online
CUST-22120,SME,Male,50,Emirati,Dubai,Construction,Micro,SME,2023-09-25,Branch
CUST-22121,SME,Female,57,Indian,Ras Al Khaimah,Government,Medium,SME,2025-04-03,Branch
CUST-22122,Individual,Female,66,Bangladeshi,Abu Dhabi,Individual,,Mass Market,2019-11-29,Insurance Broker
CUST-22123,Corporate,Male,50,Egyptian,Dubai,Government,Large,Corporate,2023-05-29,Insurance Broker
CUST-22124,SME,Male,46,Pakistani,Ras Al Khaimah,IT & Software,Micro,SME,2025-12-07,Bank / Bancassurance
CUST-22125,SME,Male,33,Egyptian,Dubai,Hospitality,Micro,SME,2023-02-18,Insurance Broker
CUST-22126,Individual,Female,22,Other,Ajman,Individual,,Mass Market,2023-02-01,Insurance Broker
CUST-22127,Individual,Female,69,Egyptian,Dubai,Individual,,Mass Market,2019-01-08,Insurance Broker
CUST-22128,Corporate,Male,64,Indian,Fujairah,Construction,Large,Corporate,2025-06-05,Direct Online
CUST-22129,Individual,Female,21,Other,Dubai,Individual,,High Net Worth,2023-02-26,Direct Online
CUST-22130,Individual,Male,68,Other,Sharjah,Individual,,Mass Market,2021-09-14,Corporate Partner
CUST-22131,SME,Male,43,Emirati,Ajman,Construction,Micro,SME,2023-03-18,Bank / Bancassurance
CUST-22132,Individual,Female,34,Egyptian,Abu Dhabi,Individual,,Affluent,2020-07-30,Corporate Partner
CUST-22133,Individual,Female,35,Indian,Sharjah,Individual,,Mass Market,2024-07-09,Corporate Partner
CUST-22134,Individual,Female,47,Other,Ras Al Khaimah,Individual,,Affluent,2023-02-19,Insurance Broker
CUST-22135,Individual,Male,24,Indian,Fujairah,Individual,,Mass Market,2020-01-15,Insurance Agent
CUST-22136,Individual,Male,48,Other,Dubai,Individual,,Affluent,2021-10-21,Insurance Agent
CUST-22137,Individual,Female,32,Emirati,Dubai,Individual,,Affluent,2019-12-21,Insurance Broker
CUST-22138,Individual,Female,69,Egyptian,Sharjah,Individual,,Mass Market,2019-06-22,Insurance Broker
CUST-22139,Individual,Female,62,British,Abu Dhabi,Individual,,Mass Market,2024-05-28,Corporate Partner
CUST-22140,SME,Female,45,Filipino,Ajman,IT & Software,Small,SME,2020-01-11,Insurance Agent
CUST-22141,Individual,Male,40,Emirati,Abu Dhabi,Individual,,Mass Market,2024-01-08,Insurance Broker
CUST-22142,Individual,Female,55,Other,Sharjah,Individual,,Affluent,2024-01-06,Bank / Bancassurance
CUST-22143,Individual,Female,29,Egyptian,Dubai,Individual,,Affluent,2025-12-04,Insurance Broker
CUST-22144,SME,Female,49,Pakistani,Sharjah,Professional Services,Small,SME,2023-11-17,Insurance Agent
CUST-22145,Corporate,Female,64,Pakistani,Ajman,IT & Software,Large,Corporate,2020-07-17,Corporate Partner
CUST-22146,Individual,Male,66,Pakistani,Umm Al Quwain,Individual,,Mass Market,2025-10-16,Corporate Partner
CUST-22147,Individual,Male,53,Emirati,Dubai,Individual,,Mass Market,2026-07-15,Direct Online
CUST-22148,Individual,Female,48,Indian,Dubai,Individual,,Mass Market,2025-01-03,Bank / Bancassurance
CUST-22149,SME,Female,45,Sri Lankan,Dubai,Professional Services,Micro,SME,2024-09-16,Insurance Broker
CUST-22150,Individual,Male,61,Pakistani,Dubai,Individual,,Affluent,2019-11-30,Direct Online
CUST-22151,Individual,Male,31,Emirati,Dubai,Individual,,Mass Market,2023-03-22,Insurance Broker
CUST-22152,Individual,Male,47,Indian,Dubai,Individual,,Mass Market,2023-10-22,Direct Online
CUST-22153,Corporate,Female,64,Egyptian,Abu Dhabi,Manufacturing,Large,Corporate,2022-03-24,Corporate Partner
CUST-22154,Individual,Male,21,Other,Abu Dhabi,Individual,,Mass Market,2025-12-02,Insurance Broker
CUST-22155,Corporate,Female,42,Emirati,Abu Dhabi,Logistics,Large,Corporate,2020-05-04,Insurance Broker
CUST-22156,Individual,Male,35,Indian,Sharjah,Individual,,Affluent,2020-12-27,Insurance Agent
CUST-22157,SME,Male,45,Indian,Dubai,Construction,Micro,SME,2019-01-13,Bank / Bancassurance
CUST-22158,Individual,Female,43,Bangladeshi,Abu Dhabi,Individual,,Mass Market,2022-01-11,Insurance Broker
CUST-22159,Individual,Male,66,Pakistani,Ras Al Khaimah,Individual,,Mass Market,2021-02-21,Bank / Bancassurance
CUST-22160,Individual,Male,56,Indian,Sharjah,Individual,,Mass Market,2021-12-07,Insurance Agent
CUST-22161,Individual,Female,46,Other,Dubai,Individual,,Mass Market,2026-04-14,Direct Online
CUST-22162,Individual,Female,27,Other,Ras Al Khaimah,Individual,,Mass Market,2023-01-22,Insurance Agent
CUST-22163,Individual,Female,50,Filipino,Sharjah,Individual,,Mass Market,2022-03-15,Insurance Agent
CUST-22164,Individual,Male,44,Emirati,Ajman,Individual,,Affluent,2026-03-22,Direct Online
CUST-22165,Individual,Female,40,Filipino,Umm Al Quwain,Individual,,Mass Market,2022-09-03,Direct Online
CUST-22166,Corporate,Male,42,Pakistani,Dubai,Construction,Large,Corporate,2022-08-08,Insurance Broker
CUST-22167,Individual,Female,67,Indian,Dubai,Individual,,Affluent,2021-05-11,Insurance Agent
CUST-22168,Individual,Female,54,Indian,Dubai,Individual,,Mass Market,2019-10-11,Insurance Agent
CUST-22169,Individual,Male,33,Indian,Dubai,Individual,,Affluent,2024-10-03,Corporate Partner
CUST-22170,Individual,Female,51,Pakistani,Dubai,Individual,,Mass Market,2021-03-04,Bank / Bancassurance
CUST-22171,Individual,Male,64,Sri Lankan,Dubai,Individual,,Mass Market,2018-08-16,Direct Online
CUST-22172,Individual,Male,66,Nepalese,Dubai,Individual,,High Net Worth,2019-04-04,Bank / Bancassurance
CUST-22173,Individual,Male,51,Emirati,Dubai,Individual,,High Net Worth,2020-10-03,Branch
CUST-22174,Individual,Male,68,Emirati,Abu Dhabi,Individual,,Mass Market,2024-08-23,Direct Online
CUST-22175,SME,Female,33,Pakistani,Abu Dhabi,IT & Software,Medium,SME,2023-05-07,Insurance Agent
CUST-22176,Individual,Female,53,Indian,Ajman,Individual,,Mass Market,2024-04-20,Insurance Broker
CUST-22177,Individual,Male,43,Filipino,Dubai,Individual,,Affluent,2021-04-09,Direct Online
CUST-22178,Individual,Male,30,Indian,Sharjah,Individual,,Mass Market,2020-05-24,Direct Online
CUST-22179,SME,Female,60,Filipino,Abu Dhabi,Retail,Medium,SME,2026-06-21,Insurance Broker
CUST-22180,Individual,Male,29,Indian,Dubai,Individual,,High Net Worth,2024-11-09,Insurance Agent
CUST-22181,Corporate,Female,50,Emirati,Umm Al Quwain,Education,Large,Corporate,2023-11-01,Direct Online
CUST-22182,Individual,Male,40,Emirati,Dubai,Individual,,Mass Market,2023-09-03,Direct Online
CUST-22183,Individual,Male,27,Pakistani,Ras Al Khaimah,Individual,,Mass Market,2019-03-10,Direct Online
CUST-22184,SME,Female,37,Other,Sharjah,Professional Services,Small,SME,2019-02-14,Direct Online
CUST-22185,SME,Male,46,Other,Ajman,Professional Services,Micro,SME,2025-01-16,Direct Online
CUST-22186,Individual,Male,24,British,Abu Dhabi,Individual,,Mass Market,2022-02-09,Direct Online
CUST-22187,Individual,Male,28,Indian,Abu Dhabi,Individual,,Affluent,2019-10-24,Bank / Bancassurance
CUST-22188,Individual,Male,38,Egyptian,Abu Dhabi,Individual,,Affluent,2019-11-04,Direct Online
CUST-22189,Corporate,Male,37,Bangladeshi,Abu Dhabi,Travel & Tourism,Large,Corporate,2022-09-17,Corporate Partner
CUST-22190,Individual,Male,29,Indian,Sharjah,Individual,,Mass Market,2025-08-13,Direct Online
CUST-22191,Individual,Male,57,Indian,Dubai,Individual,,Affluent,2019-12-25,Branch
CUST-22192,Individual,Female,57,Emirati,Sharjah,Individual,,Mass Market,2025-02-14,Insurance Broker
CUST-22193,Individual,Male,55,Nepalese,Abu Dhabi,Individual,,Affluent,2025-06-26,Direct Online
CUST-22194,Individual,Male,52,Indian,Sharjah,Individual,,Mass Market,2020-09-06,Direct Online
CUST-22195,Individual,Female,62,Other,Abu Dhabi,Individual,,Mass Market,2021-12-12,Corporate Partner
CUST-22196,Individual,Male,58,Indian,Dubai,Individual,,Mass Market,2025-04-22,Direct Online
CUST-22197,Individual,Male,59,Emirati,Ras Al Khaimah,Individual,,High Net Worth,2019-12-23,Direct Online
CUST-22198,Individual,Male,29,Other,Sharjah,Individual,,Mass Market,2024-02-12,Insurance Broker
CUST-22199,Individual,Female,39,Filipino,Fujairah,Individual,,Affluent,2022-03-08,Bank / Bancassurance
CUST-22200,Individual,Male,36,Pakistani,Ras Al Khaimah,Individual,,Mass Market,2021-12-11,Branch
CUST-22201,Individual,Female,55,Indian,Dubai,Individual,,Mass Market,2023-08-26,Corporate Partner
CUST-22202,Individual,Female,63,Filipino,Umm Al Quwain,Individual,,Mass Market,2020-04-06,Insurance Broker
CUST-22203,Individual,Male,39,Pakistani,Abu Dhabi,Individual,,Mass Market,2020-09-25,Insurance Broker
CUST-22204,SME,Female,56,Other,Dubai,Professional Services,Small,SME,2025-09-19,Bank / Bancassurance
CUST-22205,Individual,Male,42,Pakistani,Abu Dhabi,Individual,,Mass Market,2021-08-07,Bank / Bancassurance
CUST-22206,Individual,Male,67,Egyptian,Dubai,Individual,,Affluent,2019-03-22,Direct Online
CUST-22207,Individual,Male,49,Egyptian,Dubai,Individual,,Affluent,2020-07-18,Branch
CUST-22208,Individual,Female,39,British,Dubai,Individual,,Affluent,2020-12-20,Bank / Bancassurance
CUST-22209,Individual,Female,50,Pakistani,Sharjah,Individual,,Mass Market,2019-10-25,Corporate Partner
CUST-22210,Individual,Male,21,Indian,Dubai,Individual,,Mass Market,2026-03-19,Direct Online
CUST-22211,Individual,Male,56,Other,Sharjah,Individual,,Affluent,2022-01-13,Insurance Broker
CUST-22212,Individual,Male,38,Other,Umm Al Quwain,Individual,,Mass Market,2019-09-02,Insurance Agent
CUST-22213,Individual,Male,57,Indian,Sharjah,Individual,,Mass Market,2024-10-17,Insurance Agent
CUST-22214,SME,Male,37,Indian,Abu Dhabi,Education,Small,SME,2024-11-29,Insurance Broker
CUST-22215,SME,Female,38,Bangladeshi,Abu Dhabi,Government,Medium,SME,2023-08-09,Bank / Bancassurance
CUST-22216,Corporate,Male,44,Indian,Abu Dhabi,Financial Services,Large,Corporate,2024-05-03,Direct Online
CUST-22217,Individual,Female,23,Pakistani,Ajman,Individual,,Mass Market,2019-11-29,Insurance Broker
CUST-22218,SME,Male,45,Pakistani,Dubai,Construction,Small,SME,2020-05-15,Insurance Broker
CUST-22219,SME,Female,37,Pakistani,Abu Dhabi,Retail,Medium,SME,2022-05-23,Insurance Broker
CUST-22220,Corporate,Female,36,Filipino,Ajman,Education,Large,Corporate,2019-10-31,Direct Online
CUST-22221,Individual,Female,22,Indian,Dubai,Individual,,Mass Market,2024-05-03,Insurance Agent
CUST-22222,SME,Male,38,Emirati,Abu Dhabi,Professional Services,Medium,SME,2020-12-17,Insurance Broker
CUST-22223,Individual,Male,22,Filipino,Dubai,Individual,,Mass Market,2025-02-02,Corporate Partner
CUST-22224,Individual,Female,47,Indian,Dubai,Individual,,Affluent,2021-05-28,Insurance Broker
CUST-22225,Individual,Female,41,Other,Dubai,Individual,,Mass Market,2018-09-17,Direct Online
CUST-22226,SME,Male,28,Emirati,Dubai,Financial Services,Medium,SME,2024-01-14,Insurance Agent
CUST-22227,SME,Female,53,Indian,Dubai,Government,Small,SME,2019-08-14,Direct Online
CUST-22228,Individual,Male,42,Bangladeshi,Abu Dhabi,Individual,,Mass Market,2023-01-18,Branch
CUST-22229,Individual,Male,66,Nepalese,Dubai,Individual,,Mass Market,2021-04-07,Insurance Broker
CUST-22230,Individual,Male,30,Pakistani,Abu Dhabi,Individual,,Mass Market,2023-01-29,Direct Online
CUST-22231,Individual,Male,56,Egyptian,Dubai,Individual,,Affluent,2019-06-29,Bank / Bancassurance
CUST-22232,Individual,Male,22,Pakistani,Abu Dhabi,Individual,,Mass Market,2025-03-08,Insurance Agent
CUST-22233,Individual,Male,45,Other,Dubai,Individual,,Affluent,2023-12-19,Direct Online
CUST-22234,SME,Male,51,Pakistani,Dubai,Travel & Tourism,Micro,SME,2023-09-17,Direct Online
CUST-22235,Individual,Female,58,Indian,Abu Dhabi,Individual,,Mass Market,2022-08-17,Insurance Broker
CUST-22236,Individual,Male,42,Nepalese,Dubai,Individual,,Mass Market,2020-08-05,Insurance Broker
CUST-22237,SME,Male,63,Other,Dubai,Logistics,Medium,SME,2024-03-27,Insurance Agent
CUST-22238,SME,Female,26,Emirati,Sharjah,Hospitality,Medium,SME,2022-05-07,Insurance Agent
CUST-22239,SME,Female,59,Pakistani,Dubai,Hospitality,Small,SME,2021-02-28,Corporate Partner
CUST-22240,Individual,Female,28,British,Sharjah,Individual,,Mass Market,2025-08-12,Direct Online
CUST-22241,SME,Male,28,Pakistani,Abu Dhabi,IT & Software,Small,SME,2019-09-06,Direct Online
CUST-22242,Individual,Female,34,Emirati,Dubai,Individual,,Mass Market,2023-03-23,Insurance Agent
CUST-22243,Corporate,Male,38,Egyptian,Abu Dhabi,Manufacturing,Large,Corporate,2024-12-09,Direct Online
CUST-22244,Individual,Male,45,Pakistani,Dubai,Individual,,Affluent,2023-10-23,Bank / Bancassurance
CUST-22245,SME,Female,41,Egyptian,Ajman,Financial Services,Small,SME,2022-06-26,Direct Online
CUST-22246,Individual,Female,26,Indian,Abu Dhabi,Individual,,Affluent,2019-12-05,Insurance Agent
CUST-22247,Individual,Female,26,Pakistani,Abu Dhabi,Individual,,Affluent,2019-03-21,Corporate Partner
CUST-22248,SME,Male,25,Egyptian,Ajman,Healthcare,Micro,SME,2026-02-08,Corporate Partner
CUST-22249,SME,Male,56,Indian,Dubai,Government,Small,SME,2025-01-13,Insurance Agent
CUST-22250,Individual,Female,25,Indian,Dubai,Individual,,High Net Worth,2026-05-13,Branch
CUST-22251,Corporate,Male,42,Other,Abu Dhabi,Logistics,Large,Corporate,2024-09-28,Insurance Broker
CUST-22252,Individual,Male,51,Sri Lankan,Dubai,Individual,,Mass Market,2021-07-10,Branch
CUST-22253,Individual,Female,42,Pakistani,Abu Dhabi,Individual,,Mass Market,2026-01-24,Direct Online
CUST-22254,Individual,Male,34,Pakistani,Sharjah,Individual,,Affluent,2020-12-07,Direct Online
CUST-22255,Individual,Female,21,Other,Abu Dhabi,Individual,,Mass Market,2018-12-20,Insurance Agent
CUST-22256,Individual,Male,53,Other,Dubai,Individual,,Mass Market,2021-11-12,Insurance Broker
CUST-22257,SME,Female,43,Other,Abu Dhabi,Construction,Small,SME,2025-09-30,Direct Online
CUST-22258,Individual,Female,48,Egyptian,Dubai,Individual,,High Net Worth,2026-03-14,Direct Online
CUST-22259,Individual,Male,68,Bangladeshi,Abu Dhabi,Individual,,Affluent,2020-10-16,Insurance Broker
CUST-22260,SME,Male,50,Indian,Dubai,Financial Services,Small,SME,2019-07-31,Insurance Broker
CUST-22261,SME,Female,46,Other,Dubai,IT & Software,Small,SME,2023-12-14,Insurance Agent
CUST-22262,Individual,Female,50,Pakistani,Dubai,Individual,,Mass Market,2022-08-03,Branch
CUST-22263,Individual,Female,51,Indian,Abu Dhabi,Individual,,Affluent,2022-03-30,Insurance Agent
CUST-22264,Individual,Male,38,Bangladeshi,Dubai,Individual,,Mass Market,2023-08-06,Insurance Broker
CUST-22265,Individual,Female,43,Other,Abu Dhabi,Individual,,Mass Market,2020-01-20,Direct Online
CUST-22266,Individual,Female,35,Egyptian,Abu Dhabi,Individual,,Mass Market,2026-01-27,Branch
CUST-22267,Individual,Male,66,Bangladeshi,Dubai,Individual,,Affluent,2024-08-28,Direct Online
CUST-22268,SME,Female,40,Egyptian,Dubai,Logistics,Small,SME,2024-07-02,Direct Online
CUST-22269,Individual,Female,45,Pakistani,Dubai,Individual,,Mass Market,2025-12-25,Branch
CUST-22270,Individual,Female,39,Pakistani,Dubai,Individual,,Mass Market,2025-05-18,Corporate Partner
CUST-22271,Corporate,Male,58,Pakistani,Dubai,Manufacturing,Large,Corporate,2022-10-07,Insurance Agent
CUST-22272,Individual,Male,61,Pakistani,Dubai,Individual,,Affluent,2025-01-26,Insurance Agent
CUST-22273,Individual,Female,59,Bangladeshi,Abu Dhabi,Individual,,Affluent,2021-02-04,Insurance Agent
CUST-22274,Corporate,Male,46,Bangladeshi,Dubai,IT & Software,Large,Corporate,2020-07-12,Insurance Broker
CUST-22275,Corporate,Female,43,Other,Dubai,Retail,Large,Corporate,2023-01-25,Corporate Partner
CUST-22276,Individual,Female,62,Pakistani,Abu Dhabi,Individual,,Mass Market,2019-07-01,Insurance Broker
CUST-22277,Individual,Male,57,Bangladeshi,Dubai,Individual,,Affluent,2019-05-17,Direct Online
CUST-22278,Corporate,Male,57,Nepalese,Ajman,Construction,Large,Corporate,2024-11-04,Corporate Partner
CUST-22279,Individual,Female,41,Indian,Abu Dhabi,Individual,,Affluent,2023-10-02,Direct Online
CUST-22280,Individual,Male,43,Egyptian,Dubai,Individual,,Mass Market,2023-09-19,Insurance Broker
CUST-22281,Individual,Female,41,Pakistani,Dubai,Individual,,Affluent,2025-12-23,Insurance Agent
CUST-22282,Individual,Female,65,Filipino,Sharjah,Individual,,Mass Market,2021-09-14,Corporate Partner
CUST-22283,SME,Female,30,Other,Abu Dhabi,Travel & Tourism,Small,SME,2020-09-02,Corporate Partner
CUST-22284,Individual,Female,50,Emirati,Sharjah,Individual,,Mass Market,2026-01-06,Direct Online
CUST-22285,SME,Male,37,Nepalese,Dubai,Healthcare,Small,SME,2025-11-06,Insurance Agent
CUST-22286,SME,Female,40,Indian,Sharjah,Education,Small,SME,2024-04-10,Insurance Agent
CUST-22287,SME,Female,41,Sri Lankan,Ajman,Education,Medium,SME,2022-10-29,Corporate Partner
CUST-22288,SME,Female,28,Other,Abu Dhabi,Real Estate,Small,SME,2025-09-26,Insurance Broker
CUST-22289,SME,Male,35,Nepalese,Abu Dhabi,Real Estate,Medium,SME,2024-08-02,Insurance Broker
CUST-22290,Individual,Male,55,Bangladeshi,Abu Dhabi,Individual,,Mass Market,2022-04-19,Insurance Agent
CUST-22291,Individual,Male,31,Bangladeshi,Abu Dhabi,Individual,,Mass Market,2022-03-17,Direct Online
CUST-22292,SME,Female,62,Pakistani,Sharjah,Government,Micro,SME,2019-02-07,Insurance Broker
CUST-22293,Individual,Male,44,Nepalese,Ras Al Khaimah,Individual,,Affluent,2024-01-18,Direct Online
CUST-22294,Individual,Female,50,Other,Ajman,Individual,,Affluent,2019-07-07,Direct Online
CUST-22295,Individual,Male,40,Pakistani,Dubai,Individual,,Affluent,2025-12-23,Direct Online
CUST-22296,Individual,Female,23,Filipino,Fujairah,Individual,,Mass Market,2025-03-03,Bank / Bancassurance
CUST-22297,SME,Male,51,Sri Lankan,Abu Dhabi,Financial Services,Medium,SME,2021-01-01,Direct Online
CUST-22298,Individual,Female,45,Bangladeshi,Dubai,Individual,,Affluent,2025-10-14,Bank / Bancassurance
CUST-22299,Individual,Female,31,Pakistani,Sharjah,Individual,,Mass Market,2024-10-11,Insurance Broker
CUST-22300,SME,Male,53,Pakistani,Dubai,Manufacturing,Small,SME,2024-11-06,Bank / Bancassurance
CUST-22301,Individual,Male,63,Indian,Sharjah,Individual,,Mass Market,2020-12-19,Corporate Partner
CUST-22302,SME,Male,63,Nepalese,Dubai,Healthcare,Small,SME,2026-04-25,Insurance Broker
CUST-22303,Individual,Male,63,Emirati,Abu Dhabi,Individual,,Mass Market,2020-10-04,Insurance Broker
CUST-22304,SME,Female,63,Pakistani,Dubai,Travel & Tourism,Micro,SME,2024-01-25,Insurance Broker
CUST-22305,Individual,Male,38,Egyptian,Ras Al Khaimah,Individual,,Mass Market,2022-12-09,Branch
CUST-22306,Individual,Male,26,Pakistani,Dubai,Individual,,Mass Market,2021-06-01,Bank / Bancassurance
CUST-22307,SME,Male,46,British,Dubai,Construction,Medium,SME,2022-03-10,Insurance Broker
CUST-22308,Individual,Male,51,Nepalese,Abu Dhabi,Individual,,Affluent,2024-04-17,Insurance Broker
CUST-22309,Corporate,Male,52,Filipino,Abu Dhabi,Government,Large,Corporate,2025-09-25,Insurance Broker
CUST-22310,Individual,Male,37,Emirati,Dubai,Individual,,Mass Market,2020-10-03,Corporate Partner
CUST-22311,Individual,Male,69,Indian,Sharjah,Individual,,Mass Market,2021-08-27,Insurance Agent
CUST-22312,Individual,Male,40,Indian,Dubai,Individual,,Mass Market,2019-04-30,Corporate Partner
CUST-22313,Individual,Male,42,Nepalese,Dubai,Individual,,Mass Market,2018-09-24,Direct Online
CUST-22314,Individual,Male,38,Filipino,Sharjah,Individual,,Affluent,2019-06-25,Insurance Broker
CUST-22315,Corporate,Male,59,Filipino,Abu Dhabi,Construction,Large,Corporate,2024-09-07,Direct Online
CUST-22316,Individual,Male,57,British,Sharjah,Individual,,Mass Market,2025-06-23,Direct Online
CUST-22317,SME,Male,28,Indian,Dubai,Government,Medium,SME,2022-10-01,Insurance Broker
CUST-22318,Individual,Female,67,Filipino,Sharjah,Individual,,Mass Market,2020-09-07,Bank / Bancassurance
CUST-22319,Individual,Male,34,Egyptian,Sharjah,Individual,,Mass Market,2023-08-08,Insurance Broker
CUST-22320,Individual,Male,52,Filipino,Abu Dhabi,Individual,,Mass Market,2022-10-30,Bank / Bancassurance
CUST-22321,Individual,Male,42,Pakistani,Ras Al Khaimah,Individual,,Affluent,2020-07-02,Direct Online
CUST-22322,Corporate,Male,42,Indian,Dubai,Professional Services,Large,Corporate,2023-08-25,Insurance Broker
CUST-22323,Individual,Female,69,Indian,Dubai,Individual,,Mass Market,2022-04-23,Insurance Agent
CUST-22324,Individual,Male,32,Pakistani,Dubai,Individual,,Affluent,2024-04-13,Insurance Broker
CUST-22325,Individual,Male,28,Indian,Dubai,Individual,,High Net Worth,2020-11-17,Corporate Partner
CUST-22326,Individual,Female,59,Emirati,Abu Dhabi,Individual,,High Net Worth,2019-07-04,Insurance Agent
CUST-22327,Individual,Male,27,British,Dubai,Individual,,Mass Market,2025-04-06,Insurance Broker
CUST-22328,Individual,Female,45,Nepalese,Abu Dhabi,Individual,,Mass Market,2025-08-25,Direct Online
CUST-22329,Individual,Male,33,Sri Lankan,Dubai,Individual,,Mass Market,2024-08-24,Insurance Agent
CUST-22330,SME,Male,36,Bangladeshi,Fujairah,Healthcare,Small,SME,2022-10-08,Insurance Agent
CUST-22331,SME,Male,37,Emirati,Fujairah,Hospitality,Small,SME,2023-05-22,Insurance Agent
CUST-22332,Individual,Male,23,Indian,Abu Dhabi,Individual,,Mass Market,2023-10-12,Insurance Broker
CUST-22333,Individual,Female,46,Indian,Dubai,Individual,,Affluent,2025-09-28,Insurance Agent
CUST-22334,SME,Male,28,Filipino,Dubai,Manufacturing,Small,SME,2023-06-07,Insurance Agent
CUST-22335,Corporate,Male,40,Bangladeshi,Dubai,Government,Large,Corporate,2021-10-25,Insurance Broker
CUST-22336,Corporate,Female,30,Egyptian,Abu Dhabi,Logistics,Large,Corporate,2023-10-12,Direct Online
CUST-22337,SME,Female,29,Indian,Umm Al Quwain,Hospitality,Medium,SME,2023-01-13,Insurance Broker
CUST-22338,Individual,Female,57,Indian,Dubai,Individual,,Mass Market,2026-01-09,Bank / Bancassurance
CUST-22339,SME,Male,48,Indian,Abu Dhabi,Logistics,Micro,SME,2026-06-28,Direct Online
CUST-22340,SME,Male,28,Pakistani,Abu Dhabi,Hospitality,Small,SME,2024-04-19,Direct Online
CUST-22341,Individual,Male,54,Indian,Dubai,Individual,,Affluent,2021-11-15,Insurance Agent
CUST-22342,Individual,Male,23,Indian,Sharjah,Individual,,Affluent,2018-12-23,Direct Online
CUST-22343,Individual,Female,31,Pakistani,Abu Dhabi,Individual,,Mass Market,2023-09-27,Direct Online
CUST-22344,Individual,Male,32,Nepalese,Dubai,Individual,,Mass Market,2019-07-15,Insurance Agent
CUST-22345,Individual,Male,53,Other,Fujairah,Individual,,Affluent,2023-08-23,Insurance Broker
CUST-22346,Individual,Male,28,Pakistani,Sharjah,Individual,,Mass Market,2025-10-01,Insurance Broker
CUST-22347,Individual,Female,36,Pakistani,Abu Dhabi,Individual,,Mass Market,2025-05-15,Direct Online
CUST-22348,Individual,Male,48,Indian,Dubai,Individual,,Mass Market,2024-02-01,Insurance Broker
CUST-22349,Individual,Male,67,Pakistani,Dubai,Individual,,Mass Market,2019-06-17,Insurance Agent
CUST-22350,SME,Male,36,Indian,Sharjah,Hospitality,Micro,SME,2023-07-08,Bank / Bancassurance
CUST-22351,Individual,Male,65,Indian,Sharjah,Individual,,High Net Worth,2019-06-05,Corporate Partner
CUST-22352,SME,Male,52,Indian,Ajman,Real Estate,Medium,SME,2019-08-14,Insurance Agent
CUST-22353,SME,Male,51,Other,Dubai,Manufacturing,Medium,SME,2025-02-12,Insurance Broker
CUST-22354,SME,Male,38,Emirati,Fujairah,Professional Services,Small,SME,2020-08-25,Direct Online
CUST-22355,SME,Male,45,Pakistani,Abu Dhabi,Travel & Tourism,Small,SME,2021-09-08,Direct Online
CUST-22356,Individual,Female,42,Emirati,Dubai,Individual,,Mass Market,2023-07-22,Insurance Agent
CUST-22357,Individual,Male,59,Indian,Dubai,Individual,,Mass Market,2024-05-04,Branch
CUST-22358,Individual,Male,61,Indian,Abu Dhabi,Individual,,Affluent,2024-08-26,Insurance Agent
CUST-22359,Corporate,Female,46,Pakistani,Dubai,Construction,Large,Corporate,2026-04-22,Direct Online
CUST-22360,Individual,Female,51,Bangladeshi,Dubai,Individual,,Mass Market,2023-10-03,Direct Online
CUST-22361,Individual,Female,55,Sri Lankan,Abu Dhabi,Individual,,Affluent,2022-03-17,Direct Online
CUST-22362,SME,Male,51,Filipino,Abu Dhabi,Manufacturing,Medium,SME,2025-07-21,Insurance Broker
CUST-22363,Corporate,Female,63,Indian,Dubai,Travel & Tourism,Large,Corporate,2021-12-20,Insurance Broker
CUST-22364,SME,Male,62,Indian,Abu Dhabi,Government,Small,SME,2024-09-23,Direct Online
CUST-22365,Individual,Male,37,Other,Dubai,Individual,,Mass Market,2024-12-13,Insurance Broker
CUST-22366,Individual,Male,46,Emirati,Umm Al Quwain,Individual,,Affluent,2018-12-16,Direct Online
CUST-22367,Individual,Male,24,Nepalese,Sharjah,Individual,,Mass Market,2021-07-29,Corporate Partner
CUST-22368,Individual,Male,26,Indian,Abu Dhabi,Individual,,Affluent,2024-02-15,Bank / Bancassurance
CUST-22369,SME,Female,46,Pakistani,Dubai,Logistics,Small,SME,2025-04-28,Direct Online
